0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,x
761174,70.1199689577036,60.08963642660949,1.2114606328646005,100.79319830171792,60.18050221983961,2.4207734405995325,300.88160556197664,60.227247682730656,3.093236376654204,3142.055033814805,60.13555922834072,2.0734361252443705,31560.503311451208,60.1308923570402,2.029330917975585,70.1199689577036,60.08963642660949,1.2114606328646005,100.79319830171792,60.18050221983961,2.4207734405995325,300.88160556197664,60.227247682730656,3.093236376654204,3142.055033814805,60.13555922834072,2.0734361252443705,31560.503311451208,60.1308923570402,2.029330917975585,1.0547373766685568,60.00000000000001,6.743495761743046e-07,60.00000000000001,4.547473508864641e-13,0.0,0.0,1.1877003334119771,59.99999999999999,9.5367431640625e-07,59.99999999999999,9.094947017729282e-13,0.0,0.0,2.0183514705833696,60.0,0.0,60.0,0.0,0.0,0.0,13.89562483188304,60.00000000000001,1.1680077279964342e-06,60.00000000000001,1.3642420526593924e-12,0.0,0.0,131.2164115985783,60.00000000000002,9.5367431640625e-07,60.00000000000002,9.094947017729282e-13,0.0,0.0,1.0547373766685568,0.8641492978506508,0.0091490332172159,1.1877003334119771,0.9070473156103088,0.0235318556315433,2.0183514705833696,0.9989905285406646,0.0358114148010764,13.89562483188304,1.079859664815147,0.0694948988115176,131.2164115985783,1.2420715405482727,212692610.37376451,69.61012588486153,60.00000000000002,1.6518123698891422e-06,60.00000000000002,2.7284841053187847e-12,0.0,0.0,99.18962821051818,59.99999999999999,1.1680077279964342e-06,59.99999999999999,1.3642420526593924e-12,0.0,0.0,293.2188682400041,59.99999999999998,1.5078914929239175e-06,59.99999999999998,2.273736754432321e-12,0.0,0.0,3062.1146679811472,60.0000000000002,2.6117446780451117e-06,60.0000000000002,6.821210263296962e-12,0.0,0.0,30741.899714460145,59.99999999999999,3.754619538312822e-06,59.99999999999999,1.4097167877480388e-11,0.0,0.0,1
3124,1.0315333217171516,74.0,0.0,1.1406783017497293,74.0,0.0,1.9892089014176475,73.99999724668001,3.8546471841982566e-05,15.197250790500322,73.58579379828625,5.62732004645386,80.01815220598756,73.28905193633562,9.447825742067836,1.0315333217171516,74.0,0.0,1.1406783017497293,74.0,0.0,1.9892089014176475,73.99999724668001,3.8546471841982566e-05,15.197250790500322,73.58579379828625,5.62732004645386,80.01815220598756,73.28905193633562,9.447825742067836,1.0315333217171516,74.0,0.0,104.65180361560904,9.094947017729282e-13,-6.007944607754623e-54,0.0,1.1406783017497293,74.00000000000001,9.5367431640625e-07,104.65180361560904,2.033691978340166e-12,3.991304543850952e-29,3.1031280371793965e-17,1.989208901417647,73.99999724668001,0.0062085805746142,104.65179776776982,8.631943465199213e-05,2.048587356939683e-11,3.754530657772344e-07,15.197250790500323,73.58579379828626,2.372197303441234,104.0454638022923,8.232956573345596,0.4281631856849562,0.0736269961282293,80.01815220598762,73.28905193633561,3.073731566364722,103.64002154715313,13.44129255003655,4.632540876605016,0.4874258270188382,1.0315333217171516,1.0063539730573898,4.666132080721752e-08,1.1406783017497293,1.0064741067382934,6.683882116664819e-07,1.9892089014176475,1.0078516755258136,1.156265578572402e-05,15.197250790500322,54943.20469098607,84632529125689.89,80.01815220598756,9075291.446106754,1.389763749815889e+16,1.0315333217171516,74.0,0.0,104.65180361560904,9.094947017729282e-13,-6.007944607754623e-54,0.0,1.1406783017497293,74.00000000000001,9.5367431640625e-07,104.65180361560904,2.033691978340166e-12,3.991304543797094e-29,3.103128037137524e-17,1.989208510208459,73.99999999999999,9.5367431640625e-07,104.65180361560904,1.2862197421537486e-12,-6.230621485363015e-29,-6.850640771427609e-17,14.74762253861286,74.0,1.6518123698891422e-06,104.65180361560904,2.8760747774580336e-12,5.843427169281836e-30,3.7094270506450384e-18,75.95467003678388,74.00000000000007,2.6973983046972182e-06,104.65180361560908,8.134767913360665e-12,4.835312800223568e-28,9.398302330764524e-17,0
763631,5.060756292950521,81.9937671921443,0.1370829249317466,6.750228500958402,81.88535478361347,2.5090512348642733,16.547910550436903,80.39166014345221,32.796719749889235,115.11217792545214,76.75705482307445,87.85631976410878,1070.5709280675906,76.36459895164356,92.2210780880223,5.060756292950521,81.9937671921443,0.1370829249317466,6.750228500958402,81.88535478361347,2.5090512348642733,16.547910550436903,80.39166014345221,32.796719749889235,115.11217792545214,76.75705482307445,87.85631976410878,1070.5709280675906,76.36459895164356,92.2210780880223,1.2124311051798022,82.0,0.0,82.0,0.0,0.0,0.0,1.543798422470716,82.00000000000001,1.3486991523486091e-06,82.00000000000001,1.8189894035458565e-12,0.0,0.0,3.269470177291763,82.0,9.5367431640625e-07,82.0,9.094947017729282e-13,0.0,0.0,17.473215532679706,81.99999999999999,1.9073486328125e-06,81.99999999999999,3.637978807091713e-12,0.0,0.0,157.712619938508,82.00000000000009,3.438521647895802e-06,82.00000000000009,1.1823431123048067e-11,0.0,0.0,1.2124311051798022,0.5025897366607877,2.4273423046949905e-05,1.543798422470716,0.5023733063635389,0.0026179299731511,3.269470177291763,0.5777994682137816,0.3046418543492149,17.473215532679706,0.893909753995856,1.3613527789874085,157.712619938508,0.9223133916638236,1.348432649307254,1.2124311051798022,82.0,0.0,82.0,0.0,0.0,0.0,1.543798422470716,82.00000000000001,1.3486991523486091e-06,82.00000000000001,1.8189894035458565e-12,0.0,0.0,3.269470177291763,82.0,9.5367431640625e-07,82.0,9.094947017729282e-13,0.0,0.0,17.473215532679706,81.99999999999999,1.9073486328125e-06,81.99999999999999,3.637978807091713e-12,0.0,0.0,157.712619938508,82.00000000000009,3.438521647895802e-06,82.00000000000009,1.1823431123048067e-11,0.0,0.0,1
4033,1.0314541986899222,74.00000000000001,1.8189894035458565e-12,1.1402542486764389,73.99999999999997,9.094947017729282e-13,1.9851684441656012,73.99990671709945,0.0013059519069429,15.33689173165673,73.48129773056719,6.992779727744164,94.81693773770888,73.26623650501558,9.734280063207734,1.0314541986899222,74.00000000000001,1.8189894035458565e-12,1.1402542486764389,73.99999999999997,9.094947017729282e-13,1.9851684441656012,73.99990671709945,0.0013059519069429,15.33689173165673,73.48129773056719,6.992779727744164,94.81693773770888,73.26623650501558,9.734280063207734,1.0314541986899222,74.00000000000001,1.3486991523486091e-06,104.65180361560904,1.8189894035458565e-12,-3.2064181163317263e-34,0.0,1.1402542486764389,73.99999999999997,9.5367431640625e-07,104.65180361560886,3.749942721349417e-12,2.8243094496922788e-27,1.5526805401871481e-15,1.9851684441656012,73.99990671709946,0.0361379565709511,104.65160505260256,0.0029322314704653,2.3352883370471932e-08,1.2611977334055137e-05,15.336891731656726,73.4812977305672,2.6443864558237635,103.89280212117144,10.2235448932569,0.7621755978058576,0.1055403809282634,94.81693773770888,73.26623650501561,3.1199807793002807,103.60859151738065,13.835583786898953,4.425082610594428,0.452324084373895,1.0314541986899222,1.007059305542302,1.5339674495074007e-06,1.1402542486764389,1.0077526580768144,6.054630607099654e-06,1.9851684441656012,1.0108291307587651,2.7133402764834003e-05,15.33689173165673,5400.0760249948735,8316998230571.466,94.81693773770888,6078577.541640488,9326772213082938.0,1.0314541986899222,74.00000000000001,1.3486991523486091e-06,104.65180361560904,1.8189894035458565e-12,-3.2064181163318443e-34,0.0,1.1402542486764364,74.0,0.0,104.65180361560904,0.0,2.985470289418977e-59,0.0,1.9851552168605624,74.0,0.0,104.65180361560904,9.094947017729282e-13,5.110524155945256e-30,0.0,14.768657406852764,73.99999999999994,2.6973983046972182e-06,104.651803615609,7.332580706405269e-12,-5.136710276897029e-28,-1.9968245349335535e-16,89.84742290784168,74.00000000000003,1.9073486328125e-06,104.65180361560904,4.067383956680332e-12,2.394104845073989e-28,9.306748942700531e-17,0
762556,111.95429983831544,60.01054472393094,0.140343747848874,154.1540003095405,60.033020330029615,0.4712530310989677,362.0552827195035,60.112543975601305,1.686670761554069,3217.395299038812,60.14526087997888,2.2123263072699046,31643.34812414544,60.13236530030644,2.049900441028967,111.95429983831544,60.01054472393094,0.140343747848874,154.1540003095405,60.033020330029615,0.4712530310989677,362.0552827195035,60.112543975601305,1.686670761554069,3217.395299038812,60.14526087997888,2.2123263072699046,31643.34812414544,60.13236530030644,2.049900441028967,1.0419535262958406,60.0,0.0,60.0,0.0,0.0,0.0,1.1507523700294775,60.00000000000001,6.743495761743046e-07,60.00000000000001,4.547473508864641e-13,0.0,0.0,1.7598317134271102,60.00000000000001,1.1680077279964342e-06,60.00000000000001,1.3642420526593924e-12,0.0,0.0,13.1827028904363,60.0,0.0,60.0,0.0,0.0,0.0,130.49085476828122,60.00000000000004,1.3486991523486091e-06,60.00000000000004,1.8189894035458565e-12,0.0,0.0,1.0419535262958406,0.9690817125644524,0.069401044416298,1.1507523700294775,1.0888006928336986,0.2026768401058061,1.7598317134271102,1.3251674987050024,0.3767776069050366,13.1827028904363,1.1442896713024282,0.1810879585248972,130.49085476828122,1.2453565704328364,207973766.0392963,111.6238314260331,59.99999999999999,1.3486991523486091e-06,59.99999999999999,1.8189894035458565e-12,0.0,0.0,152.8561449290546,59.999999999999964,9.5367431640625e-07,59.999999999999964,9.094947017729282e-13,0.0,0.0,354.227444842933,60.00000000000012,3.438521647895802e-06,60.00000000000012,1.1823431123048067e-11,0.0,0.0,3131.049189881122,60.000000000000206,3.631483605319933e-06,60.000000000000206,1.318767317570746e-11,0.0,0.0,30817.105976178576,60.00000000000005,2.3360154559928683e-06,60.00000000000005,5.4569682106375694e-12,0.0,0.0,1
760095,51.16387920493516,60.10089991175042,1.9201822065138003,84.54000966353428,60.14398730455475,2.6950963454087287,290.9882140575964,60.13579429022319,2.334523976714536,3116.766958307985,60.11915092888561,1.9210160118082056,31535.02450857998,60.12953741474821,2.017537317209644,51.16387920493516,60.10089991175042,1.9201822065138003,84.54000966353428,60.14398730455475,2.6950963454087287,290.9882140575964,60.13579429022319,2.334523976714536,3116.766958307985,60.11915092888561,1.9210160118082056,31535.02450857998,60.12953741474821,2.017537317209644,1.065204610202786,60.00000000000001,6.743495761743046e-07,60.00000000000001,4.547473508864641e-13,0.0,0.0,1.2164999626484356,59.99999999999999,9.5367431640625e-07,59.99999999999999,9.094947017729282e-13,0.0,0.0,2.089910222058659,59.99999999999999,1.1680077279964342e-06,59.99999999999999,1.3642420526593924e-12,0.0,0.0,13.629579776309363,60.00000000000002,1.5078914929239175e-06,60.00000000000002,2.273736754432321e-12,0.0,0.0,130.8863530431552,60.00000000000007,2.0230487285229133e-06,60.00000000000007,4.092726157978177e-12,0.0,0.0,1.065204610202786,0.8097189757507672,0.0027686640625086,1.2164999626484356,0.839170138522292,0.0106499534494686,2.089910222058659,0.9575375411587648,0.0600029742294776,13.629579776309363,1.1037614187548548,0.1295016913856039,130.8863530431552,1.250627760220112,221408887.98577625,50.44747533603249,59.99999999999999,1.6518123698891422e-06,59.99999999999999,2.7284841053187847e-12,0.0,0.0,82.67114052427216,60.00000000000001,1.1680077279964342e-06,60.00000000000001,1.3642420526593924e-12,0.0,0.0,283.9333385649521,60.00000000000002,6.743495761743046e-07,60.00000000000002,4.547473508864641e-13,0.0,0.0,3038.359464269142,60.00000000000018,2.2365645217053555e-06,60.00000000000018,5.002220859751105e-12,0.0,0.0,30717.392365395925,59.9999999999999,4.909339018338681e-06,59.9999999999999,2.4101609596982598e-11,0.0,0.0,1
2371,2.662772482169657,83.70334911678277,748.7697347982539,3.2551609049150287,84.6295796140255,680.177076098119,6.908976695969754,92.23670791544316,485.4427964768511,67.40977069861208,100.65012956894763,257.2391677010073,313.49846969001527,101.1026617631956,360.8190929393713,2.662772482169657,83.70334911678277,748.7697347982539,3.2551609049150287,84.6295796140255,680.177076098119,6.908976695969754,92.23670791544316,485.4427964768511,67.40977069861208,100.65012956894763,257.2391677010073,313.49846969001527,101.1026617631956,360.8190929393713,1.9937837990068716,88.62140355004182,28.499927146874143,125.209147352643,1140.069446242455,399.8961774051916,0.4960848455746133,2.016887012746814,88.86821646693103,28.503413389387298,125.40989682247094,1111.758326042431,365.97856195162825,0.4660842110255923,2.538269416310296,94.03427492264636,28.104839340071265,130.78888259513573,967.81427074898,37.254197930986926,0.0560524331490887,11.13502254893319,107.5639101627526,20.883075754418744,142.4185748193462,535.4349940690136,9.736705891403265,0.0264533213588473,41.68536735468048,111.3545974017264,15.62199024901338,145.22360874994274,368.92875783536425,41.74494570764537,0.1606503482517847,1.9937837990068716,0.9997233662582956,1.0025484437542516,2.016887012746814,0.9989152768775216,0.9952036024532136,2.538269416310296,0.9967997479855404,0.8435147997547109,11.135022548933192,460490.4575133718,709146697733115.5,41.68536735468046,20887639.864450324,3.173999345542196e+16,1.0,117.0,0.0,165.46298679765212,0.0,0.0,0.0,1.0,117.0,0.0,165.46298679765212,0.0,0.0,0.0,1.0,117.0,0.0,165.46298679765212,0.0,0.0,0.0,1.0,117.0,0.0,165.46298679765212,0.0,0.0,0.0,1.0,117.0,0.0,165.46298679765212,0.0,0.0,0.0,0
762253,98.1923852548994,60.0606254350978,1.2575838658958671,133.62848549393297,60.10290529708147,1.9787778945251373,328.4335385489852,60.18067389385881,2.92476973428711,3179.1723986934635,60.15086892834268,2.3201471742886497,31603.54432238881,60.132774190383394,2.0586768672151265,98.1923852548994,60.0606254350978,1.2575838658958671,133.62848549393297,60.10290529708147,1.9787778945251373,328.4335385489852,60.18067389385881,2.92476973428711,3179.1723986934635,60.15086892834268,2.3201471742886497,31603.54432238881,60.132774190383394,2.0586768672151265,1.0318405075731505,59.99999999999999,6.743495761743046e-07,59.99999999999999,4.547473508864641e-13,0.0,0.0,1.1364131224987577,59.99999999999999,9.5367431640625e-07,59.99999999999999,9.094947017729282e-13,0.0,0.0,1.9299107226455552,60.0,6.743495761743046e-07,60.0,4.547473508864641e-13,0.0,0.0,13.573455235622191,60.0,6.743495761743046e-07,60.0,4.547473508864641e-13,0.0,0.0,130.83022450164515,60.00000000000003,1.6518123698891422e-06,60.00000000000003,2.7284841053187847e-12,0.0,0.0,1.0318405075731505,1.006158768425561,0.0018754985305984,1.1364131224987577,1.0253301833931292,0.006407098839219,1.9299107226455552,1.0600694859046706,0.0203181312061322,13.573455235622191,1.107098281010273,0.0888267849867558,130.83022450164515,1.241858575843108,207319935.93671423,97.76705362179568,59.99999999999997,1.7841612752790171e-06,59.99999999999997,3.183231456205249e-12,0.0,0.0,132.3043072136861,59.99999999999997,1.3486991523486091e-06,59.99999999999997,1.8189894035458565e-12,0.0,0.0,320.7279606680055,60.00000000000001,2.2365645217053555e-06,60.00000000000001,5.002220859751105e-12,0.0,0.0,3094.1556445032875,60.00000000000009,1.7841612752790171e-06,60.00000000000009,3.183231456205249e-12,0.0,0.0,30779.060752658534,60.0,3.438521647895802e-06,60.0,1.1823431123048067e-11,0.0,0.0,1
1981,4.789447088481408,73.99423987638853,0.0057269747921964,5.331115739791471,73.97823257958407,0.0214120247428581,6.243363732825296,73.88571517659845,0.5494766337260444,19.85236534637311,74.01617020660235,20.209118393595418,84.10263602235872,74.32442117067326,17.27741120616247,4.789447088481408,73.99423987638853,0.0057269747921964,5.331115739791471,73.97823257958407,0.0214120247428581,6.243363732825296,73.88571517659845,0.5494766337260444,19.85236534637311,74.01617020660235,20.209118393595418,84.10263602235872,74.32442117067326,17.27741120616247,1.7596490665214315,74.0,0.0,74.0,0.0,0.0,0.0,1.8479452371126168,73.99999999999999,9.5367431640625e-07,73.99999999999999,9.094947017729282e-13,0.0,0.0,1.9465395654363735,74.0,9.5367431640625e-07,74.0,9.094947017729282e-13,0.0,0.0,3.614413064698518,74.0,0.0,74.0,0.0,0.0,0.0,13.311262402663026,74.0,1.3486991523486091e-06,74.0,1.8189894035458565e-12,0.0,0.0,1.7596490665214315,6.817313312753331,59.76518547347593,1.8479452371126168,7.2411225352930595,60.4890830559943,1.9465395654363735,7.668699997342245,60.86026836207076,3.614413064698518,3914921.8988844017,6015391186944697.0,13.311262402663026,72400027.27112912,1.0628658989369962e+17,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,0
759673,109.2213156584592,60.01093958698868,0.1540472444303304,146.44656206183436,60.02741998959224,0.3909483545567127,338.427372185184,60.07126279393283,1.06645699308865,3152.035166611761,60.113315219111385,1.8149355259279216,31571.4604405836,60.12910837612212,2.008878665168595,109.2213156584592,60.01093958698868,0.1540472444303304,146.44656206183436,60.02741998959224,0.3909483545567127,338.427372185184,60.07126279393283,1.06645699308865,3152.035166611761,60.113315219111385,1.8149355259279216,31571.4604405836,60.12910837612212,2.008878665168595,1.0006118067628456,60.00000000000001,9.5367431640625e-07,60.00000000000001,9.094947017729282e-13,0.0,0.0,1.0132858557543922,60.0,0.0,60.0,0.0,0.0,0.0,1.4494485089725884,60.00000000000001,1.1680077279964342e-06,60.00000000000001,1.3642420526593924e-12,0.0,0.0,13.001885179726552,60.000000000000014,1.3486991523486091e-06,60.000000000000014,1.8189894035458565e-12,0.0,0.0,130.3337559805395,59.99999999999999,1.7841612752790171e-06,59.99999999999999,3.183231456205249e-12,0.0,0.0,1.0006118067628456,2.144075333354355,0.0008302491946032,1.0132858557543922,2.129553954333051,0.0174770884076682,1.4494485089725884,1.793313611481013,0.2769546258609905,13.001885179726552,1.1595691119386171,0.1457982020090922,130.3337559805395,1.257714736514145,225133597.67529133,108.09247485813825,59.99999999999998,1.3486991523486091e-06,59.99999999999998,1.8189894035458565e-12,0.0,0.0,144.57102039220214,59.999999999999936,2.6973983046972182e-06,59.999999999999936,7.275957614183426e-12,0.0,0.0,331.2853028368815,59.999999999999964,1.5078914929239175e-06,59.999999999999964,2.273736754432321e-12,0.0,0.0,3072.5659598270868,60.00000000000018,2.6117446780451117e-06,60.00000000000018,6.821210263296962e-12,0.0,0.0,30752.372085488245,59.99999999999992,5.266838558763152e-06,59.99999999999992,2.7739588404074308e-11,0.0,0.0,1
