,index,x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
0,1843352,1,163.04951331904692,1306.129759436144,133895.8500370998,283.6324007572382,1305.5730041632155,133300.9176586198,871.595910139648,1300.4387680687335,137735.23719487223,8723.130100907158,1296.1405561459335,141614.3530894178,86185.28326748194,1296.0389364780003,140919.17154177628,163.04951331904692,1306.129759436144,133895.8500370998,283.6324007572382,1305.5730041632155,133300.9176586198,871.595910139648,1300.4387680687335,137735.23719487223,8723.130100907158,1296.1405561459335,141614.3530894178,86185.28326748194,1296.0389364780003,140919.17154177628,163.04951331904695,1306.1297594361447,365.91781869307505,1307.507218211539,133895.8500371076,0.04799173693269529,0.0005853638394353884,283.63240075723826,1305.573004163215,365.1039819813277,1306.95174778013,133300.91765982684,0.46075738099766794,0.0016762179669081573,871.5959101396473,1300.4387680687355,371.1269825745206,1301.8277880040318,137735.23725642063,-1.8248576929327196,-0.0024231308272147953,8723.130092969952,1296.1405570119682,376.3168244893169,1297.5371473305527,141614.35262385962,-6.7012515633696985,-0.006267173067322356,86183.66384864556,1296.0568226282812,375.37286421868527,1297.4561878202892,140904.7882591308,-12.381804164250829,-0.00792047470119551,163.04951331904692,0.001902027924570088,7.756178021573646e-05,283.6324007572382,0.001771574673616394,7.279433776983204e-05,871.595910139648,0.001680205300622204,7.01430710178084e-05,8723.13009296993,0.001656352353267676,6.88822667998875e-05,86183.66384864524,15.455684245214464,23216081479.16082,55.506935810614245,1230.706027087953,226.30440521902173,1232.1677341622828,51213.6838215352,-9.068921322232012e-14,-2.4260620933011825e-10,98.39622221032693,1229.4095907332562,230.0755667368932,1230.8728373747276,52934.7664093026,-2.43719318527298e-13,-5.937250130765257e-10,306.5804785539683,1228.571172311176,236.02618146735844,1230.0354163332279,55708.35833806242,3.671636647223977e-13,1.6311707646433148e-09,3082.9524401389376,1227.5330222188622,239.2023470470311,1228.9985031064023,57217.762832808316,1.914974592163284e-09,1.1438374676960463e-07,27911.418879093235,1227.676708733976,237.57339128451952,1229.1422480806011,56441.116252287466,0.22121436258233845,0.0010324848906903047
1,1981593,1,174.52761786710687,1295.0766256369009,145592.07300588954,295.35852395133963,1297.9207633734827,141931.13231242076,883.6128062697313,1297.616195808814,140815.65325643704,8738.247316280957,1295.0323481882658,142575.7746432589,86758.55655441222,1295.6572277386035,141458.28694524872,174.52761786710687,1295.0766256369009,145592.07300588954,295.35852395133963,1297.9207633734827,141931.13231242076,883.6128062697313,1297.616195808814,140815.65325643704,8738.247316280957,1295.0323481882658,142575.7746432589,86758.55655441222,1295.6572277386035,141458.28694524872,174.52761786710687,1295.0766256369016,381.5652932407348,1296.4912166318322,145592.07415820172,18.86616633550764,0.0115526115590523,295.35852395133963,1297.9207633734827,376.7374846128551,1299.3288051772545,141931.13319995644,13.970678983594576,0.009307978367775232,883.6128062697304,1297.616195808814,375.2541182404765,1299.0141698764728,140815.65350899822,7.544004937028208,0.006922529600850928,8738.247316270277,1295.0323481895468,377.5920743900933,1296.4325193807967,142575.77557015602,-10.296299314172856,-0.006760971575859848,86757.7129562336,1295.6664797464844,376.09952901178065,1297.0662471521744,141450.85675382442,-21.613026935329565,-0.01390578265081318,174.52761786710687,0.0017887806375572403,8.016416375077451e-05,295.35852395133963,0.001705635863749946,7.44900279039031e-05,883.6128062697313,0.0016581912731477124,7.168562186317704e-05,8738.247316269242,0.0016535008317267925,6.917196217832695e-05,86757.71295622886,7.998799416175949,12013850636.605978,59.90296539250317,1336.2785275419371,435.48964994126936,1337.6248738602492,189651.23520596928,0.0,0.0,98.9766048476424,1337.2155187335409,431.5463891170296,1338.5609226112247,186232.2859599467,0.0,0.0,289.0439905335989,1335.5694023640765,429.0899860280457,1336.9164628095264,184118.2161095485,5.356421644557978e-143,1.8511486224734852e-139,2825.2530077287697,1333.3836987487311,428.8667449582368,1334.7329650865925,183926.6849310733,0.0,0.0,26755.57845503812,1334.5365480660917,427.0199849659951,1335.8846500069383,182346.06756035867,0.0,0.0
2,1562795,1,216.82103501579903,1341.7597928569098,171557.37590528186,366.5174428110423,1339.8899600443135,175245.0027031626,1119.1193195035175,1335.8298928204774,183007.24167483463,11533.587999538888,1338.4585610316078,182991.01661732025,148447.3887956867,1338.6585052292846,183785.50906171577,216.82103501579903,1341.7597928569098,171557.37590528186,366.5174428110423,1339.8899600443135,175245.0027031626,1119.1193195035175,1335.8298928204774,183007.24167483463,11533.587999538888,1338.4585610316078,182991.01661732025,148447.3887956867,1338.6585052292846,183785.50906171577,216.82103501579903,1341.7597928569098,414.19485258182755,1348.0232830004743,171600.29236890294,155.68808779192236,0.006067660570637284,366.5174428110417,1339.889960044315,418.62274508578815,1347.8512216742488,175309.17113602793,216.6287531769968,0.007514050941583376,1119.1192403756124,1335.8299830286878,427.79333740033854,1347.1695402038745,183076.32330290548,200.2252146220476,0.006597640596962659,11533.173150988116,1338.504547220684,427.71346162741446,1353.1391240611752,183118.15783398773,209.8594720020324,0.005450816770582544,148442.61924508266,1338.6984128003628,428.6508507890055,1359.30626546253,186052.0471221445,411.21235972512625,0.005611078605154774,216.82103501579903,0.0014319843923356822,6.009667625824702e-05,366.51744281104175,0.001369646177693444,5.558457725020191e-05,1119.1192403756122,0.0013070147088523648,5.0515541940860406e-05,11533.173150988116,0.0012525425494116997,4.574839020059227e-05,148442.61924508243,33.703790460480846,50630701522.562195,51.780985002010645,1340.5973214651203,418.4740640673352,1341.9393348134095,175120.5422970322,-1.3443658926305409e-225,-4.7639133109471615e-222,89.22052722382763,1339.9274650412103,420.2763960336685,1341.2701486172589,176632.24906304895,0.0,0.0,276.79432888345525,1336.3303185444547,427.70630261205633,1337.676612736099,182932.6812940759,0.0,0.0,2801.3832458797647,1339.7760271251263,426.0944785280845,1341.118862315786,181556.50463212025,0.0,0.0,17492.923569365103,1340.1375383367806,426.70772134256526,1341.480011651074,182079.4794533644,-2.7864221635457188e-15,-6.847252253531369e-12
3,1496099,1,303.93712428490227,1322.8973469197165,197472.32854447092,521.6002144052412,1330.5121515517715,191041.2251672519,1637.4476190643884,1337.7740502423867,184585.3352332567,16803.72659021656,1338.096059753098,184723.16196551267,160507.8707622532,1338.593955722624,184026.21287174453,303.93712428490227,1322.8973469197165,197472.32854447092,521.6002144052412,1330.5121515517715,191041.2251672519,1637.4476190643884,1337.7740502423867,184585.3352332567,16803.72659021656,1338.096059753098,184723.16196551267,160507.8707622532,1338.593955722624,184026.21287174453,303.93712428490227,1322.8973469197165,444.37858695539205,1340.4970682956616,197489.82680107804,-16.24475194318016,-0.0007129718680675631,521.6002144025291,1330.5121515583778,437.08262967069834,1346.2894026002334,191110.45657465453,-77.82069520322634,-0.002482543193081629,1637.446224632783,1337.775138381025,429.6325197510737,1356.2594459843176,185521.43666524848,203.91859672681807,0.003477800172685038,16803.151086023237,1338.1398342591465,429.7365922900556,1359.8971370842517,186159.85286958527,718.0630237139543,0.010905306317758828,160502.60893584992,1338.6343890394755,428.931251260459,1360.4844181740523,187032.31054378755,425.8464213976048,0.0054129283641962955,303.93712428490227,0.0009979249959182015,2.851377100684412e-05,521.6002144025291,0.0009485532752670749,2.5456103879551748e-05,1637.4462246327828,0.0008889068561896504,2.2064679024570764e-05,16803.151086023256,0.0008595646219172115,2.947308618875283e-05,160502.6089358497,42.49501632276748,63837597515.50373,44.03292107761056,1304.3751288459885,463.7978404626072,1304.3751288459885,215108.43681777804,0.0,0.0,80.3129794612491,1320.9038920209828,447.7287327767464,1320.9038920209828,200461.0181538712,0.0,0.0,266.23783910135955,1335.7157460753626,431.98163959536816,1335.7157460753626,186608.1369475026,0.0,0.0,2791.3214016235884,1339.2784803023612,428.263032027798,1339.2784803023612,183409.2246016427,0.0,0.0,26737.186036051,1340.1237623911632,427.01570576941623,1340.1237623911632,182342.4129737527,0.0,0.0
4,1317655,1,192.9936542010642,1323.2399922069787,185803.29718151805,331.2282210498595,1331.5893443380303,180935.19039326927,1022.3257918366556,1337.5723017446087,179379.58486910677,7942.4625365092015,1334.578051440515,186789.62434017027,153562.34622554737,1338.8374323436456,183550.87072936769,192.9936542010642,1323.2399922069787,185803.29718151805,331.2282210498595,1331.5893443380303,180935.19039326927,1022.3257918366556,1337.5723017446087,179379.58486910677,7942.4625365092015,1334.578051440515,186789.62434017027,153562.34622554737,1338.8374323436456,183550.87072936769,192.99365419926193,1323.2399922187765,431.0490658479033,1328.2007183729688,185803.30080754487,-0.1405778550321422,-5.37796564266425e-05,331.2282153811487,1331.5893661002842,425.36474444549265,1336.4189038736235,180935.97660387287,-3.9096319891049913,-0.0003949201079846604,1022.3079614222144,1337.5945843096283,423.5023558422504,1343.8884763357175,179709.36132987085,-64.326183007496,-0.0014293762665213007,7941.7553834974115,1334.6915426207058,432.0435054521865,1346.8538597065779,188599.6278599873,-278.22896508518625,-0.003921488156348802,153556.5278232505,1338.8828495515024,428.3722197285936,1366.3054967394628,188094.77800171767,154.79020116571536,0.0017778824036158874,192.99365419926193,0.0016085529436262516,6.705583574788888e-05,331.2282153811487,0.001516420850124617,6.481029061485863e-05,1022.3079614222144,0.0016323492910424707,0.0030021536160536075,7941.7553834974115,0.002190815514685863,0.01425227856846242,153556.52782325004,87.06294453888246,130790551905.67476,41.72345507265965,1311.9607827014006,442.5960350189085,1311.9607827014006,195891.25021445888,0.0,0.0,76.02072225672441,1326.0900776335548,431.4068297796284,1326.0900776335548,186111.85278050927,0.0,0.0,251.4705205192209,1338.1355361785868,422.8779752187576,1338.1355361785868,178825.7819251162,0.0,0.0,1653.6044096246667,1336.862320162083,429.11048360503366,1336.862320162083,184135.8071397459,0.0,0.0,25453.76131183159,1340.2665916660987,426.56424447822474,1340.2665916660987,181957.05466727863,0.0,0.0
5,1503668,1,265.99616626534623,1347.0796951216012,175458.69185972982,433.4297058873439,1346.462228793464,176251.98271533125,1355.6394929576006,1340.7771269067148,181032.3233432104,16247.035499318283,1337.763820841646,184849.4623973349,160148.48762850263,1338.531538364262,184073.29142829313,265.99616626534623,1347.0796951216012,175458.69185972982,433.4297058873439,1346.462228793464,176251.98271533125,1355.6394929576006,1340.7771269067148,181032.3233432104,16247.035499318283,1337.763820841646,184849.4623973349,160148.48762850263,1338.531538364262,184073.29142829313,265.99616626534623,1347.0796951216016,418.8778961221624,1448.8232937220282,177089.43658264476,224.5873534284891,0.0034625555933855585,433.4297058873436,1346.462228793465,419.8237519666197,1415.1399897092697,183248.4919081,1436.4154757813603,0.015278047313174715,1355.6394269444106,1340.7771892744715,425.4788505665294,1375.0954038820823,189501.14822836293,2949.56899750086,0.029289842927695573,16246.611298166192,1337.7971834224793,429.89726473817143,1364.3365879663731,188470.9360483,976.2410875803916,0.011812290511749665,160143.3838848718,1338.5708429134959,428.98756964644326,1360.9702576603847,187304.61698461603,452.08089078973774,0.005643531610106802,265.99616626534623,0.0011522091044660697,3.991582051334658e-05,433.4297058873436,0.0011514812454624474,4.0481321244162e-05,1355.6394269444108,0.0010767051505485162,3.52903204221289e-05,16246.6112981662,0.0008889873448767546,2.9283683631518145e-05,160143.3838848716,41.310810449772966,62058598698.168015,66.3991864447403,1354.3843091984722,412.0823596102094,1355.7126749437075,169811.87110191793,-7.298129401903562e-165,-2.6262885903757395e-161,106.15086978245913,1351.3487124988935,415.189840696314,1352.6800592795096,172382.60381743056,0.0,0.0,295.5643420966415,1344.1706049841653,421.7960519226335,1345.5090543372412,177911.90941752095,0.0,0.0,2820.9784517844487,1339.6461190371765,427.5383600421036,1340.9890843147712,182789.04930749137,0.0,0.0,14109.176380818904,1339.840349348313,427.5219001446961,1341.1831201375187,182774.97510333147,-3.882932029023888e-15,-9.523604133233233e-12
6,1986620,1,193.4519516149913,1334.5231162003388,185140.9148352104,339.4503559882256,1338.1217291174496,181928.54792000493,1087.0081806110827,1338.7796353778992,181258.97758383048,11201.769293106794,1338.7261362975496,182736.1867887026,117211.14862896272,1339.1261513711363,183118.46707355135,193.4519516149913,1334.5231162003388,185140.9148352104,339.4503559882256,1338.1217291174496,181928.54792000493,1087.0081806110827,1338.7796353778992,181258.97758383048,11201.769293106794,1338.7261362975496,182736.1867887026,117211.14862896272,1339.1261513711363,183118.46707355135,193.45195161499123,1334.523116200339,430.28004233895183,1355.1359985936451,185141.04913225147,-7.896545406274058,-0.0012289555733517384,339.4503559882256,1338.1217291174496,426.53082880373944,1357.6664270308647,181933.1659793632,-20.85287610915848,-0.0013578961860577223,1087.0081806110825,1338.7796353778995,425.74520265509744,1357.9665362520734,181547.4964246572,159.3064282421981,0.0036993143391984926,11201.768384439654,1338.726239148452,427.47639813690984,1359.600127513197,183892.60693354823,153.313719256781,0.0024993235633839254,117207.1871183902,1339.1648137091468,427.8781822687833,1357.497782726296,183935.1716280561,228.5523983650733,0.004012806732064965,193.4519516149913,0.0015916594498846443,5.865965946500916e-05,339.4503559882256,0.0014719004579009523,5.279053541281851e-05,1087.0081806110827,0.0013441375724406225,4.7588918866814646e-05,11201.768384439645,0.0012895975511397016,4.687861673781505e-05,117207.18711839023,5.777769327475344,8677914908.442278,50.51275638548092,1336.6590427106555,430.5249961441877,1336.6590427106555,185351.77230495284,0.0,0.0,86.95763517017751,1339.4605992012025,426.563251614502,1339.4605992012025,181956.20762793696,0.0,0.0,273.74627816508934,1339.9520555702595,424.7995167732101,1339.9520555702595,180454.62945075287,0.0,0.0,2799.143123431811,1340.188326474824,425.64627334846006,1340.188326474824,181174.750015432,0.0,0.0,26667.86576178516,1340.673537647734,425.91222335542176,1340.673537647734,181401.22200355865,0.0,0.0
7,1778280,1,270.08916018823487,1341.7742295330277,185889.2997257996,412.19893586095407,1338.3834591083698,185808.2745413019,1145.565223082799,1338.709468180754,182945.2356678252,11251.91720367994,1339.2005103960576,182836.66311182056,125448.56345370694,1338.9284940653226,183550.58363337812,270.08916018823487,1341.7742295330277,185889.2997257996,412.19893586095407,1338.3834591083698,185808.2745413019,1145.565223082799,1338.709468180754,182945.2356678252,11251.91720367994,1339.2005103960576,182836.66311182056,125448.56345370694,1338.9284940653226,183550.58363337812,270.062470903872,1341.900902583104,430.98177245317794,1348.8984078504127,185829.30084295289,-2457.1819637810413,-0.07627473994667092,412.08522494512624,1338.7362166087964,430.5908298358139,1348.8460181793903,185838.7326924889,-2286.204451333329,-0.04722796569549692,1145.0807525276975,1339.2504755150867,427.0018194491511,1363.8803769492963,185687.56840440503,-1316.8718699690592,-0.016449707753117004,11250.280090921313,1339.3703392088307,427.38998013538014,1358.418806893293,183498.81566635767,-18.850057280060792,-0.0003333789557839185,125439.28461205776,1339.0116766733559,428.33293743395,1357.5832505679423,184560.7956624924,238.674512462688,0.003935762889021525,270.062470903872,0.001136320496947871,4.025924826784208e-05,412.08522494512624,0.001213247100013422,4.46366023358952e-05,1145.0807525276975,0.0012768137207590847,4.774252382347171e-05,11250.280090921313,0.0012840177468124736,4.613455878329944e-05,125439.28461205745,14.433567061646537,21681373553.13985,52.96781881859254,1308.0685747343807,466.17196288758856,1308.0685747343807,217316.29898246727,0.0,0.0,87.72446734190798,1317.1286610756913,452.78366243390496,1317.1286610756913,205013.04496706044,0.0,0.0,270.2276301369204,1332.6011260970097,433.79822390824575,1332.6011260970097,188180.89906594853,0.0,0.0,2793.670829304644,1339.975197772874,426.45463978428813,1339.975197772874,181863.55979354703,0.0,0.0,24350.896730192213,1340.4774947066635,426.41422067074495,1340.4774947066635,181829.0875902388,0.0,0.0
8,1510840,1,272.3073616414407,1356.1084594880035,169356.4723239753,424.64365261345887,1351.0214326394282,173141.28436070704,1181.844149091601,1344.6234356345062,177637.41168892127,14822.157117923549,1338.7340943439197,183424.57556471575,158557.49159785916,1338.6138018058268,183937.05014094152,272.3073616414407,1356.1084594880035,169356.4723239753,424.64365261345887,1351.0214326394282,173141.28436070704,1181.844149091601,1344.6234356345062,177637.41168892127,14822.157117923549,1338.7340943439197,183424.57556471575,158557.49159785916,1338.6138018058268,183937.05014094152,272.3073616414408,1356.1084594880035,411.5294306899268,1370.5728915842146,169404.19590703343,921.0065302181571,0.03529435943280847,424.64365261345887,1351.0214326394282,416.1024926153496,1364.223619741654,173206.3446609896,1117.7510212886032,0.038988604176245056,1181.8441468298472,1344.6234380929586,421.47053143806136,1359.9464919199888,178124.17606699935,1023.4946978129487,0.021168900116843116,14821.854389434762,1338.7602118072443,428.24633558412626,1363.8171065036267,186354.10413426528,895.6386712469263,0.011499251389668192,158552.5571678205,1338.6521862877091,428.8299097043185,1361.0504612171599,187107.91585341495,468.40437366418354,0.005878543933709306,272.3073616414407,0.0011234640601194808,3.776583525344505e-05,424.64365261345887,0.001174978720805915,4.095715543940573e-05,1181.8441468298477,0.00123668812457035,4.5111716079114166e-05,14821.854389434768,0.0009745023525040442,3.330532395237916e-05,158552.55716782025,40.341118505466575,60601846954.34091,73.22503695689956,1360.8031633468208,406.4674467673096,1360.8031633468208,165215.7852815357,0.0,0.0,111.1210812859324,1354.5232704086309,412.41797177312,1354.5232704086309,170088.583441454,0.0,0.0,298.25630872180204,1347.0419110214627,418.73264700902047,1347.0419110214627,175337.029671181,0.0,0.0,2824.507580272165,1340.8568979118409,425.41195624280806,1340.8568979118409,180975.33251433284,0.0,0.0,26852.746859135696,1340.2642184850536,426.7268503919241,1340.2642184850536,182095.8048454116,0.0,0.0
9,1829232,1,207.60570214500044,1348.7690649918657,169076.14272161713,354.586786534171,1344.4028169592618,174488.1282312621,1101.3678340139045,1340.5151706180443,180364.25396497035,11223.84320260177,1338.481735863057,184122.45847381628,122644.23242762397,1338.7555279988997,183852.91748668972,207.60570214500044,1348.7690649918657,169076.14272161713,354.586786534171,1344.4028169592618,174488.1282312621,1101.3678340139045,1340.5151706180443,180364.25396497035,11223.84320260177,1338.481735863057,184122.45847381628,122644.23242762397,1338.7555279988997,183852.91748668972,207.60570214500044,1348.7690649918657,411.188694788192,1369.4205452256115,169076.14303917767,0.8065751092240766,0.0006093528627081541,354.586786534171,1344.4028169592616,417.71776145055503,1364.9020813504287,174488.23047687495,10.354361075277604,0.0018035583271910323,1101.3678340138874,1340.5151706180643,424.69312917087274,1358.6574952630974,180375.3394081435,29.898134642023717,0.0015742805882246872,11223.695677526732,1338.497066440771,429.0766140494442,1355.4699678983188,184412.63765031204,411.7780628834863,0.009313641148126287,122636.93831460497,1338.8224019098054,428.7043804732503,1357.4548829476623,184815.1529248155,364.4778234542092,0.006094053346669779,207.60570214500044,0.0014795693471717916,5.256895536769088e-05,354.586786534171,0.001408805779868886,5.035752926361175e-05,1101.3678340138874,0.0013267137337478591,4.728827507754592e-05,11223.695677526732,0.0012870541160763763,4.609674671895093e-05,122636.93831460472,11.60577337307184,17433227067.620262,55.50509930170472,1343.0484816446035,419.4232295422333,1344.3880481646192,175915.84547963692,0.0,0.0,92.17040659069625,1341.6939448935912,421.57922549508766,1343.0348624529915,177729.04336903803,0.0,0.0,278.625559166559,1340.580322227042,424.6546597293564,1341.922352575722,180331.58002985548,0.0,0.0,2806.4412580731905,1339.7928554971274,427.42018298635287,1341.1356738380896,182688.0128240874,-1.5523712209738987e-24,-3.8083817053999534e-21,25004.16435502902,1340.312699108444,426.82589563367287,1341.6549971551415,182180.34518348705,0.0,0.0
